id,Churn
974,0.021753721
619,0.8676056
4289,0.04401956
3721,0.19043025
4533,0.62071216
445,0.847658
5898,0.122767426
3387,0.25193873
1346,0.8514837
5690,0.022962293
4283,0.8895504
3933,0.12998578
6128,0.9133954
6985,0.2989245
4653,0.15597293
346,0.96495026
6718,0.77818066
2039,0.864133
3936,0.23894349
4331,0.0016400433
6063,0.029073631
5384,0.45750353
559,0.6891911
2300,0.41549227
5917,0.27295667
6344,0.7703989
6674,0.53994125
3780,0.022247382
24,0.20509723
978,0.43993637
4861,0.51114994
3682,0.97779363
4156,0.88600665
700,0.020437526
139,0.952683
2968,0.9035851
1712,0.2840031
4168,0.0025024263
5738,0.60570186
4157,0.7252342
1791,0.06369743
748,0.014149207
1293,0.2995688
3548,0.01916065
5756,0.26211947
4707,0.5846854
5462,0.04949987
6245,0.23015691
4452,0.013856916
3045,0.38295114
1260,0.86292404
2505,0.026835725
3965,0.8431017
53,0.8890971
5191,0.007834614
2226,0.026022159
6081,0.5850699
6324,0.8746396
1745,0.028574353
4154,0.8708644
3733,0.16449966
5914,0.257628
3612,0.9239819
449,0.058097154
5496,0.038960766
5457,0.2510209
4238,0.26189542
5712,0.11194923
1387,0.00048048887
4046,0.20641801
3382,0.0006388787
2510,0.96071345
4029,0.030972222
5183,0.6918775
1108,0.0014267524
1001,0.8152393
6356,0.9361356
6691,0.072968476
632,0.023531888
3311,0.32670507
3996,0.010537242
988,0.03326214
793,0.059461
3792,0.9154442
1622,0.09962056
5733,0.005021574
3684,0.821974
18,0.21996781
3328,0.9638102
2162,0.53398585
2487,0.24340701
3524,0.93622094
404,0.030745529
5611,0.6208375
2791,0.018445246
3409,0.1410622
4993,0.004984991
4813,0.8655727
150,0.49657112
485,0.04191703
4933,0.710615
5089,0.7694346
2313,0.6351998
5473,0.7424245
2244,0.01999025
4013,0.8766995
2907,0.7780621
684,0.9387129
4217,0.88669086
3910,0.86103594
4092,0.77222645
2878,0.7279888
5785,0.0059877215
2525,0.013531977
6383,0.040373687
642,0.97318643
3463,0.54986113
405,0.00042403687
1290,0.037088417
3007,0.8453849
1798,0.11063965
2658,0.013111044
1250,0.19396225
2005,0.1812774
113,0.89702547
3009,0.72029775
6002,0.9533755
3124,0.030912716
3683,0.013359817
3998,0.22513197
5327,0.01394119
185,0.9290535
2680,0.007856142
3565,0.92095923
5477,0.0025460857
4234,0.018153038
3906,0.97965896
4433,0.9264311
715,0.5248557
770,0.25024414
5158,0.0011455859
2988,0.020878537
6898,0.7804361
2583,0.02895628
1014,0.687997
2474,0.89775354
4608,0.035349794
85,0.9768173
1761,0.052081123
2854,0.15474445
303,0.012548956
223,0.64966
1457,0.88016474
1321,0.00840338
2543,0.86223024
5650,0.42887098
126,0.7202065
4267,0.0039519146
4945,0.0068185115
4770,0.057581685
3762,0.8304559
2310,0.0078768
5185,0.05561493
5006,0.4418185
909,0.0288372
2700,0.57945496
2657,0.36928314
2186,0.006270732
6523,0.19872618
6571,0.052410282
5945,0.33227703
1289,0.012844864
2145,0.8139059
1756,0.22696425
1042,0.7827328
36,0.8584056
300,0.25831887
3845,0.9573357
164,0.0501351
3714,0.01417587
5685,0.008791703
3251,0.61744577
3831,0.32262772
3737,0.8432714
2705,0.0015898199
1783,0.9506378
6190,0.9622703
4781,0.070670255
3213,0.11354829
6,0.751843
2209,0.23966745
5890,0.020987434
3471,0.026252285
2388,0.9087064
1366,0.9419359
2882,0.7754987
4696,0.49863735
1582,0.02046627
344,0.003979139
3145,0.9383877
2910,0.043551423
3446,0.8060274
2976,0.2759503
4235,0.22354278
892,0.7510609
1707,0.92388624
4549,0.7449966
3638,0.5358038
4856,0.75629056
5587,0.22724359
3975,0.7266741
3159,0.9740656
1639,0.847043
6193,0.49746177
1851,0.94786394
2449,0.5397723
6426,0.04777859
1242,0.704013
1770,0.9449087
1560,0.019950094
5605,0.34251878
492,0.83733064
6231,0.9735174
4998,0.19918159
4599,0.074551895
2975,0.43051746
2384,0.8241552
402,0.7411977
1705,0.35866404
128,0.8260347
2526,0.44930872
1333,0.009817694
803,0.06772677
2477,0.79771334
3563,0.7549666
1295,0.044322763
4496,0.026203115
1785,0.10711779
6895,0.04286579
1700,0.0073900437
6456,0.08546557
654,0.49320552
6603,0.53506064
3047,0.6304824
5767,0.028080646
337,0.015031265
4580,0.0014804727
177,0.72395766
3991,0.94903857
5805,0.26049197
5830,0.27391818
4690,0.24545082
3632,0.5631177
6647,0.022562768
3629,0.079558805
1412,0.8752546
5422,0.04591798
2711,0.38878012
1524,0.79687536
2294,0.8380498
4834,0.0007639294
1144,0.969906
3357,0.8711653
2766,0.083785765
3118,0.0035736319
3090,0.9388162
5822,0.85557234
1170,0.0061587277
554,0.6711555
3907,0.46052903
2598,0.88591063
14,0.8977966
4605,0.0032124936
6207,0.7925508
1574,0.03364984
1578,0.5397206
6179,0.9104589
2071,0.37646896
3071,0.003735557
6977,0.3516331
6593,0.17971712
761,0.8166641
6239,0.18684185
3819,0.09946018
4792,0.6935366
653,0.35943463
1631,0.79898214
3708,0.015247398
4028,0.11606251
249,0.40387407
5626,0.396203
6254,0.084681705
6095,0.3499271
3694,0.13115229
5715,0.24984926
3405,0.14243059
3317,0.10525948
2712,0.6646357
6595,0.011830429
5402,0.010496542
3672,0.20227316
3856,0.34372306
6627,0.019123482
897,0.51836324
809,0.97779363
744,0.81819195
265,0.0011926725
5891,0.62525403
2292,0.022784123
6148,0.011336295
1509,0.6901371
1774,0.86057097
5295,0.6431686
2585,0.035455924
212,0.13172306
6996,0.11179497
3116,0.2614399
1150,0.6841555
5530,0.31765836
504,0.07374928
2432,0.18243606
1041,0.12636948
6185,0.6233095
1567,0.620954
5826,0.97735596
747,0.70584863
7002,0.10187504
2920,0.0010861626
3908,0.112007126
2301,0.9477368
3372,0.5013644
6539,0.3507393
5811,0.009343383
1297,0.89656
2888,0.9634694
2608,0.66781807
6723,0.015732266
6355,0.3028371
2424,0.3083842
1656,0.3628656
3368,0.52602327
3981,0.9635854
622,0.5750956
6087,0.22597739
835,0.17601104
5708,0.767621
2516,0.9617483
4054,0.53989565
1066,0.038179133
6612,0.9666189
7023,0.42460394
4686,0.010853506
2268,0.008635246
6970,0.9459006
5360,0.78433925
896,0.03444603
4223,0.8826959
4226,0.95233655
4153,0.005307196
2817,0.007834069
6314,0.90396714
6889,0.9544924
1158,0.35207683
262,0.5641864
4947,0.949209
5855,0.15760459
5615,0.82253945
5093,0.060559306
6893,0.27658918
1731,0.97894543
1553,0.485364
542,0.6769123
669,0.034501385
1383,0.78312737
2290,0.8290711
4714,0.002043882
4701,0.94779664
2089,0.022541726
7036,0.08943227
3744,0.18438251
3043,0.97326195
4879,0.42059284
4685,0.5476965
2877,0.538979
3884,0.85088044
3162,0.27257404
1472,0.83194816
4371,0.16758439
3290,0.724936
2289,0.009299218
6979,0.8679866
5728,0.8205541
4259,0.43898103
1189,0.9463967
6574,0.92769265
3918,0.86768514
4995,0.868007
2607,0.97404456
6284,0.91835195
1857,0.065588266
3825,0.0259575
1047,0.8213819
2493,0.9413392
2229,0.8608323
7024,0.57798564
1129,0.8483622
3070,0.4924257
5227,0.97158706
163,0.040348403
5447,0.80276895
2148,0.29339096
3424,0.9407635
1987,0.7877681
5244,0.74681723
1724,0.9598287
6538,0.8821548
4886,0.11281974
3545,0.92083764
5078,0.36236778
453,0.6964684
5884,0.4667958
1637,0.0124305505
3797,0.38689286
1549,0.90131897
1660,0.44919747
4175,0.00780952
1804,0.050942674
5585,0.56459916
6503,0.28342834
756,0.007698503
4994,0.94142914
2800,0.051095832
813,0.14891352
6308,0.8372418
3916,0.80375296
1961,0.30586824
3763,0.9486302
3956,0.93171424
1864,0.042744532
2729,0.9614198
2012,0.6980834
2109,0.054962326
2206,0.647269
676,0.1980427
5633,0.22959746
2278,0.8219727
4484,0.9638102
49,0.02097571
4501,0.006641122
3544,0.7524403
4266,0.07517123
4316,0.008928773
3837,0.6278113
1080,0.016274903
2655,0.90056676
5263,0.61378896
6088,0.91590476
4159,0.4924197
4382,0.82655287
1888,0.10328504
4761,0.0006670722
6437,0.0152600035
73,0.006132478
437,0.008108605
5098,0.964059
6544,0.8600752
2555,0.7007919
6962,0.84828764
6633,0.97254026
1401,0.98099005
4242,0.8260347
1059,0.6675467
4402,0.18881932
985,0.48666197
5504,0.15205269
2275,0.9680499
2239,0.00428833
6315,0.048229165
3556,0.072666876
4740,0.7884809
2497,0.31049427
5673,0.090284735
6902,0.10006504
5735,0.0067742895
5524,0.021406345
2512,0.036920317
1776,0.00269986
3630,0.42436466
3240,0.54444516
1357,0.7986301
2748,0.9155663
1589,0.41441417
5058,0.17711727
5381,0.8342336
764,0.0029342459
6468,0.4457065
5503,0.012968043
2246,0.96619093
4664,0.8445936
798,0.86309123
6489,0.32312
3809,0.015174127
2441,0.93477756
3755,0.933307
6967,0.8876488
1427,0.87316185
2147,0.34687084
1565,0.70964354
2093,0.3407972
4277,0.3212015
680,0.97212934
6184,0.20719855
6505,0.010017031
807,0.7103864
3835,0.012174305
6345,0.8714094
1914,0.6473134
2531,0.0029878106
4171,0.025379041
6009,0.8918533
6827,0.0840441
2346,0.05299022
924,0.60527194
4527,0.13968842
6434,0.92936355
961,0.023542402
3663,0.8965742
95,0.7152667
2027,0.013327211
4393,0.7909267
4850,0.68989354
3679,0.896361
6388,0.3230731
5367,0.033224493
4160,0.12924555
5628,0.89901537
4762,0.8272429
6719,0.0013864329
882,0.9053321
2651,0.82654065
3217,0.20602812
6120,0.47912177
2355,0.008377173
476,0.40375105
2188,0.6377568
2142,0.104651354
3786,0.7625255
6509,0.9718332
6659,0.04006033
4547,0.2775092
3863,0.8696321
1040,0.7654849
1543,0.87728244
1807,0.9756393
6466,0.4736964
3844,0.1304116
5882,0.027365291
5835,0.010199932
203,0.7445046
6596,0.148852
2768,0.077261
1226,0.0006866071
1182,0.5130577
6086,0.0024244194
4336,0.020894403
1036,0.12805985
2336,0.46920383
3239,0.5759648
3710,0.022854134
1334,0.9759336
5435,0.15066187
5270,0.10881842
3729,0.013044571
4486,0.06554707
6899,0.89533293
6973,0.4342461
5631,0.8278573
561,0.59904695
1453,0.80865985
2576,0.6058678
5602,0.022142958
5413,0.84597903
